"ACTIVE","ASSET","CBSA","CHARTER","COUNTY","ESTYMD","ID","NAME","OFFICES","STNAME","UNINUM","WEBADDR","ZIP"
1,261034,,"0","Green Lake","01/20/1910","10004","Ergo Bank",6,"Wisconsin","6394","www.ergobank.com","53946"
1,509049,"Madison, WI","0","Green","01/01/1915","10011","Woodford State Bank",6,"Wisconsin","6400","www.woodfordstatebank.com","53566"
1,215689,"Stevens Point, WI","0","Portage","01/01/1901","10012","The Portage County Bank",4,"Wisconsin","6401","http://www.PORTAGECOUNTYBANK.COM","54909"
1,231630,"Eau Claire, WI","0","Chippewa","08/28/1907","10015","Security Bank",4,"Wisconsin","6404","www.securityonlinebank.com","54757"
1,2920038,"Fond du Lac, WI","13879","Fond Du Lac","12/20/1933","10044","National Exchange Bank and Trust",34,"Wisconsin","6419","https://www.nebat.com","54935"
1,2161209,"Mount Pleasant, MI","0","Isabella","07/01/1903","1005","Isabella Bank",32,"Michigan","664","www.isabellabank.com","48858"
1,327683,"Waycross, GA","0","Ware","06/19/1907","10055","First Southern Bank",7,"Georgia","6427","www.fsb-bank.bank","31501"
1,86116,"Milledgeville, GA","0","Hancock","09/01/1904","10057","Bank of Hancock County",1,"Georgia","6429","www.bankofhancock.com","31087"
1,145425,,"0","Mitchell","05/24/1913","10072","Planters and Citizens Bank",1,"Georgia","6440","http://www.pcbank.net","31730"
1,76580,,"0","White","07/16/1907","10074","Apex Banking Company of Georgia",2,"Georgia","6442","www.apexga.bank","30528"
1,46921,"Bloomington, IL","0","Mclean","06/01/1892","10075","Peoples State Bank of Colfax",1,"Illinois","6443","http://www.psbofcolfax.com","61728"
1,37148,"Lincoln, IL","0","Logan","05/25/1891","10077","Farmers State Bank of Emden",1,"Illinois","6444","","62635"
1,153545,"Jackson, MI","0","Jackson","10/01/1907","1008","Bank Michigan",3,"Michigan","667","http://www.bankmichigan.bank","49230"
1,483356,,"0","Ripley","12/09/1903","10101","The Napoleon State Bank",7,"Indiana","6459","www.napoleonstatebank.com","47034"
1,481985,"Dubuque, IA","0","Dubuque","02/28/1903","10111","Ohnward Bank & Trust",6,"Iowa","6465","www.ohnwardbank.bank","52033"
1,290870,"Pella, IA","0","Marion","07/14/1911","10118","Leighton State Bank",4,"Iowa","6471","www.leightonbank.com","50219"
1,30950,,"0","Cedar","10/01/1913","10120","American Trust and Savings Bank",1,"Iowa","6473","www.atsb-lowden.com","52255"
1,181110,,"0","Cedar","01/01/1905","10121","Liberty Trust & Savings Bank",3,"Iowa","6474","www.mylibertytrust.com","52747"
1,212505,,"0","Tama","01/01/1915","10122","Farmers Savings Bank & Trust",2,"Iowa","6475","http://www.fsb-traer.com","50675"
1,159742,"Cedar Rapids, IA","0","Jones","11/08/1906","10125","Citizens Savings Bank",2,"Iowa","6478","www.citizensbankia.com","52205"
1,269686,,"0","Davis","01/01/1900","10127","Success Bank",3,"Iowa","6480","www.success.bank","52537"
1,146278,"Ames, IA","0","Story","01/01/1902","10132","Exchange State Bank",3,"Iowa","6484","www.esb1.com","50010"
1,244877,"Huntington-Ashland, WV-KY-OH","0","Carter","01/01/1891","10137","The Commercial Bank of Grayson",3,"Kentucky","6488","cbgrayson.com","41143"
1,4407418,"Grand Rapids-Kentwood, MI","0","Kent","01/01/1898","1014","ChoiceOne Bank",51,"Michigan","672","WWW.CHOICEONE.BANK","49345"
1,23377,,"0","Hart","02/20/1890","10145","Hart County Bank and Trust Company",1,"Kentucky","6494","","42765"
1,385777,,"0","Oceana","03/02/1910","10157","The Shelby State Bank",10,"Michigan","6499","www.shelbybank.com","49455"
1,473210,"Minneapolis-St. Paul-Bloomington, MN-WI","0","Washington","01/01/1914","10159","First State Bank and Trust",4,"Minnesota","6500","https://www.fsbt.com","55003"
1,747739,"St. Cloud, MN","23457","Stearns","10/10/1910","10160","VersaBank USA National Association",1,"Minnesota","6501","www.versabankusa.com","56340"
1,109350,"Austin, MN","0","Mower","06/01/1893","10162","First State Bank Minnesota",2,"Minnesota","6503","www.fsbminnesota.com","55951"
1,232117,"Minneapolis-St. Paul-Bloomington, MN-WI","0","Washington","05/12/1919","10163","Security State Bank of Marine",4,"Minnesota","6504","www.themarinebank.com","55047"
1,342395,,"0","Morrison","01/01/1908","10165","Farmers and Merchants State Bank of Pierz",3,"Minnesota","6506","www.fmpierz.com","56364"
1,286519,,"0","Roseau","05/03/1905","10167","Citizens State Bank of Roseau",1,"Minnesota","6508","www.citizensros.com","56751"
1,489579,"Red Wing, MN","0","Goodhue","06/21/1915","10168","First Farmers & Merchants Bank",7,"Minnesota","6509","www.ffmbank.com","55009"
1,337420,"Minneapolis-St. Paul-Bloomington, MN-WI","0","Sherburne","09/07/1920","10169","Sherburne State Bank",3,"Minnesota","6510","www.sherburnestatebank.com","55308"
1,113514,"Fergus Falls, MN","0","Otter Tail","12/01/1915","10174","Farmers State Bank of Underwood",4,"Minnesota","6515","www.farmerstbank.com","56586"
1,151305,"Duluth, MN-WI","0","St. Louis","02/11/1911","10175","Security State Bank of Hibbing",1,"Minnesota","6516","www.ssbhibbing.com","55746"
1,113586,"Albert Lea, MN","0","Freeborn","08/02/1926","10178","Produce State Bank",4,"Minnesota","6519","www.producestatebank.com","56045"
1,76548,"Minneapolis-St. Paul-Bloomington, MN-WI","0","Le Sueur","09/24/1907","10185","Elysian Bank",1,"Minnesota","6525","www.elysianbank.net","56028"
1,54598,,"0","Clearwater","05/12/1928","10187","The Northern State Bank of Gonvick",1,"Minnesota","6527","www.nsbgonvick.com","56644"
1,210104,"Willmar, MN","0","Kandiyohi","10/14/1916","10191","PrinsBank",2,"Minnesota","6530","www.prinsbank.com","56281"
1,188292,"Brainerd, MN","0","Cass","01/22/1918","10194","Pine River State Bank",5,"Minnesota","6533","www.pineriverstatebank.com","56474"
1,105034,,"0","Pope","10/07/1901","10197","Hometown Community Bank",4,"Minnesota","6536","www.hcbmn.com","56323"
1,37682,,"0","Cottonwood","06/27/1900","10200","State Bank of Jeffers",1,"Minnesota","6539","statebankofjeffers.com","56145"
1,87633,,"0","Pope","10/04/1899","10202","Lowry State Bank",1,"Minnesota","6541","www.lowrystate.bank","56349"
1,229767,"Albert Lea, MN","0","Freeborn","01/01/1915","10212","Commerce Bank",2,"Minnesota","6551","http://www.cbmn.bank","56035"
1,931245,"Minneapolis-St. Paul-Bloomington, MN-WI","0","Dakota","08/10/1918","10214","Vermillion State Bank",6,"Minnesota","6552","WWW.VERMILLIONBANK.COM","55085"
1,322185,"Hutchinson, MN","0","Mcleod","01/01/1886","10218","Citizens Bank & Trust Co.",3,"Minnesota","6555","http://www.cbhutch.com","55350"
1,349308,"Platteville, WI","15649","Grant","10/28/1905","1022","Clare Bank, National Association",8,"Wisconsin","678","www.clarebank.com","53818"
1,178390,,"0","Traill","10/27/1881","10236","The Goose River Bank",3,"North Dakota","6562","www.gooseriverbank.com","58257"
1,116970,,"0","Golden Valley","06/01/1914","10243","First State Bank of Golva",3,"North Dakota","6566","fsbofgolva.com","58632"
1,6161111,,"0","Mckenzie","05/01/1910","10248","First International Bank & Trust",28,"North Dakota","6569","www.fibt.com","58854"
1,189075,"Minot, ND","0","Mchenry","01/01/1915","10250","Peoples State Bank of Velva",2,"North Dakota","6571","www.psbvelva.com","58790"
1,70374,,"0","Mercer","01/01/1915","10253","First Security Bank - West",2,"North Dakota","6573","www.firstsecuritybanks.com","58523"
1,845174,"Tiffin, OH","0","Seneca","01/16/1916","10255","The Old Fort Banking Company",11,"Ohio","6575","http://www.oldfortbank.com","44861"
1,331106,"Marietta, OH","0","Washington","01/01/1863","10266","The Citizens Bank Company",5,"Ohio","6579","www.thecitizens.com","45715"
1,586303,"Blytheville, AR","0","Mississippi","03/16/1908","1027","Fm Bank And Trust",16,"Arkansas","683","www.fbtbly.com","72315"
1,246823,,"0","Dallas","01/06/1931","1028","FBT Bank & Mortgage",5,"Arkansas","684","www.fbtbank.com","71742"
1,133594,,"0","Noble","01/20/1912","10280","The Farmers and Merchants Bank",1,"Ohio","6590","www.thefarmersmerchants.bank","43724"
1,2304592,"Chattanooga, TN-GA","0","Hamilton","05/03/1904","10307","Builtwell Bank",36,"Tennessee","6601","www.builtwell.bank","37402"
1,1095717,"Memphis, TN-MS-AR","0","Shelby","04/26/1905","10308","The Bank of Fayette County",15,"Tennessee","6602","www.thebank1905.com","38017"
1,139498,,"0","Lauderdale","10/13/1899","10315","Bank of Halls",2,"Tennessee","6606","www.bankofhalls.com","38040"
1,272647,"Morristown, TN","0","Grainger","11/01/1919","10317","Citizens Bank and Trust Company of Grainger County",5,"Tennessee","6608","www.cbtgrainger.com","37861"
1,183374,"Nashville-Davidson-Murfreesboro-Franklin, TN","0","Davidson","01/04/1904","10319","Citizens Savings Bank and Trust Company",2,"Tennessee","6610","www.bankcbn.com","37208"
1,63133,"Austin-Round Rock-Georgetown, TX","0","Caldwell","01/02/1914","10327","Citizens State Bank of Luling",2,"Texas","6616","www.csbsa.com","78648"
1,120357,"Dallas-Fort Worth-Arlington, TX","0","Ellis","03/01/1930","10330","Commercial State Bank",3,"Texas","6617","www.csbpalmer.com","75152"
1,770199,"San Antonio-New Braunfels, TX","0","Guadalupe","08/13/1913","10344","Schertz Bank & Trust",6,"Texas","6623","www.schertzbank.com","78154"
1,187410,,"0","San Jacinto","09/21/1921","10345","Peoples State Bank",3,"Texas","6624","www.psbtexas.com","77371"
1,54503,,"0","Foard","12/28/1931","10352","Crowell State Bank",1,"Texas","6630","WWW.CROWELLSTATEBANK.COM","79227"
1,2744329,"Richmond, VA","0","King William","02/01/1927","10363","Citizens and Farmers Bank",31,"Virginia","6639","www.cffc.com","23181"
1,133257,"Shawano, WI","0","Shawano","01/01/1900","10374","Banner Banks",4,"Wisconsin","6646","WWW.BANNERBANKS.COM","54414"
1,813336,"Madison, WI","0","Green","10/30/1893","10378","The Bank of New Glarus",8,"Wisconsin","6649","www.thebankofnewglarus.bank","53574"
1,433545,"Sheboygan, WI","0","Sheboygan","03/01/1908","10380","Oostburg State Bank",4,"Wisconsin","6651","www.oostburgstate.bank","53070"
1,174001,"Marinette, WI-MI","0","Marinette","12/02/1902","10382","Farmers & Merchants Bank & Trust",3,"Wisconsin","6653","http://www.fmmarinette.com","54143"
1,519820,"La Crosse-Onalaska, WI-MN","0","La Crosse","07/26/1858","10383","State Bank Financial",5,"Wisconsin","6654","www.statebankfinancial.bank","54601"
1,350581,,"0","Buffalo","01/01/1914","10384","Waumandee State Bank",8,"Wisconsin","6655","http://www.waumandeebank.com","54622"
1,6502519,"Effingham, IL","0","Effingham","01/01/1881","1040","Midland States Bank",60,"Illinois","693","www.midlandsb.com","62401"
1,113355,"Fort Morgan, CO","0","Morgan","10/09/1915","10407","The Farmers State Bank of Brush",3,"Colorado","6656","www.fsbbrushakron.com","80723"
1,323043,"Pontiac, IL","0","Livingston","01/01/1913","10434","State Bank of Graymont",5,"Illinois","6668","www.sbofgray.com","61743"
1,77527,,"0","Pulaski","11/07/1921","10437","First State Bank of Olmsted",3,"Illinois","6671","www.firststatebank-olmsted.com","62970"
1,249367,"Burlington, IA-IL","0","Henderson","01/01/1920","10438","Raritan State Bank",3,"Illinois","6672","www.raritanstatebank.com","61471"
1,195909,,"0","Ford","06/14/1920","10446","Frederick Community Bank, The",4,"Illinois","6679","www.tfcbanks.com","60957"
1,134146,,"0","Brown","06/01/1914","10458","Farmers State Bank & Trust Co.",2,"Illinois","6688","www.fsb-tc.com","62353"
1,283670,"Quincy, IL-MO","0","Adams","01/01/1910","10460","Town & Country Bank Midwest",6,"Illinois","6690","www.tcbankmidwest.com","62301"
1,45698,"Lincoln, IL","0","Logan","06/05/1917","10463","Middletown State Bank",3,"Illinois","6692","http://middletownstatebank.com","62666"
1,134806,,"0","Iroquois","01/01/1918","10464","Federated Bank",5,"Illinois","6693","www.federatedbank.com","60955"
1,189640,"Champaign-Urbana, IL","0","Champaign","01/01/1885","10467","The Gifford State Bank",4,"Illinois","6695","www.giffordbank.com","61847"
1,52395,,"0","Crawford","12/20/1920","10469","Farmers & Merchants Bank of Hutsonville",1,"Illinois","6697","","62433"
1,633157,,"0","Montgomery","09/01/1902","1047","Bank & Trust Company",11,"Illinois","700","www.banktr.com","62056"
1,57559,"Peoria, IL","0","Marshall","01/01/1902","10471","Camp Grove State Bank",1,"Illinois","6698","www.campgrovestatebank.com","61424"
1,217954,"Peoria, IL","0","Fulton","09/11/1902","10473","Ipava State Bank",7,"Illinois","6700","www.ipavastatebank.com","61542"
1,497871,"Freeport, IL","0","Stephenson","01/01/1880","10474","Citizens State Bank",5,"Illinois","6701","http://www.csbnow.com","61048"
1,277418,,"14437","Randolph","11/01/1902","1049","First National Bank of Steeleville",3,"Illinois","701","www.bankatfnb.com","62288"
1,123102,"Iowa City, IA","0","Johnson","09/25/1901","10492","Farmers and Merchants Savings Bank",4,"Iowa","6713","www.fmbankonline.com","52246"
1,186242,"Cedar Rapids, IA","0","Linn","01/01/1884","10494","Mount Vernon Bank and Trust Company",1,"Iowa","6714","www.mountvernonbank.com","52314"
1,204578,,"0","Sac","03/29/1926","10497","Iowa State Bank",3,"Iowa","6717","https://www.myisb.bank","50583"
1,189713,"Batesville, AR","0","Sharp","07/01/1906","105","Bank of Cave City",5,"Arkansas","85","www.bankofcavecity.com","72521"
1,135691,"Fort Madison-Keokuk, IA-IL-MO","0","Lee","10/09/1908","10500","Farmers Savings Bank",3,"Iowa","6720","www.fsbwever.com","52658"
1,84259,,"0","Ness","01/01/1916","10503","The First State Bank",1,"Kansas","6723","http://www.fsbnesscity.com","67560"
1,211716,"Ottawa, KS","0","Franklin","11/20/1917","10505","The Kansas State Bank",3,"Kansas","6724","http://www.MyKansasStateBank.com","66067"
1,231958,,"0","Rowan","09/28/1928","10520","The Citizens Bank",5,"Kentucky","6735","www.tcbanytime.com","40351"
1,395845,"Lafayette, LA","0","Acadia","01/01/1926","10523","Bank of Commerce & Trust Co.",5,"Louisiana","6738","https://www.bankofcommerceandtrust.com","70526"
1,188549,"Natchitoches, LA","0","Natchitoches","09/28/1892","10528","Exchange Bank and Trust Company, Natchitoches, Louisiana",4,"Louisiana","6743","www.exchange-bank.com","71457"
1,255610,,"0","Franklin","01/01/1918","10531","Citizens Progressive Bank",6,"Louisiana","6744","cpbonline.com","71295"
1,328148,,"0","Catahoula","10/05/1907","10532","CLB The Community Bank",7,"Louisiana","6745","www.clbbank.com","71343"
1,397020,,"0","Franklin","09/02/1902","10533","Winnsboro State Bank & Trust Company",5,"Louisiana","6746","WWW.WINNSBOROBANK.COM","71295"
1,236982,"Albert Lea, MN","0","Freeborn","02/19/1912","10561","Arcadian Bank",3,"Minnesota","6762","www.arcadian.bank","56042"
1,52447,"Willmar, MN","0","Kandiyohi","05/05/1890","10567","United Minnesota Bank",1,"Minnesota","6768","www.umbnl.com","56273"
1,47708,"Fairmont, MN","0","Martin","08/01/1911","10571","Farmers and Merchants State Bank of Alpha",1,"Minnesota","6772","famstatebankofalpha.com","56111"
1,155122,"Rochester, MN","0","Fillmore","03/15/1893","10576","First Southeast Bank",3,"Minnesota","6777","http://www.firstsoutheastbank.com","55939"
1,2980633,"St. Louis, MO-IL","0","St. Louis","03/01/1906","1058","Midwest BankCentre",18,"Missouri","708","www.midwestbankcentre.com","63125"
1,261023,,"0","Franklin","01/12/1912","10594","Bank of Franklin",5,"Mississippi","6790","www.bankoffranklin.com","39653"
1,266831,"Kansas City, MO-KS","0","Bates","01/01/1932","10595","Community First Bank",4,"Missouri","6791","www.communityfirstbank.net","64730"
1,209289,"Kansas City, MO-KS","0","Ray","07/02/1902","10597","TBO Bank",2,"Missouri","6792","www.tbobank.com","64077"
1,1288585,"Marshall, MO","0","Saline","02/12/1874","1060","Wood & Huston Bank",12,"Missouri","710","www.woodhuston.com","65340"
1,504724,,"0","Washington","01/01/1901","10608","UNICO Bank",15,"Missouri","6798","www.unicobank.com","63660"
1,1559375,,"0","Harrison","09/19/1919","10618","BTC Bank",24,"Missouri","6805","btcbank.bank","64424"
1,1881737,"Jefferson City, MO","0","Cole","01/01/1911","10619","Hawthorn Bank",19,"Missouri","6806","WWW.HAWTHORNBANK.COM","65101"
1,138077,"Kansas City, MO-KS","0","Lafayette","07/28/1884","10623","State Bank of Missouri",4,"Missouri","6809","http://www.gostatebank.com","64020"
1,130782,,"0","Chariton","01/08/1904","10628","Preferred Bank",5,"Missouri","6812","mypfbank.com","64676"
1,8860281,"Lincoln, NE","0","Lancaster","01/01/1880","10634","Pinnacle Bank",72,"Nebraska","6817","www.pinnbank.com","68508"
1,18875,,"0","Pawnee","06/28/1888","10635","The Bank of Steinauer",1,"Nebraska","6818","www.bankofsteinauer.com","68441"
1,144454,,"0","Furnas","06/15/1907","10637","First Central Bank",3,"Nebraska","6820","http://www.firstcentral.com","69022"
1,341831,"Lexington, NE","0","Dawson","05/01/1902","10639","Flatwater Bank",3,"Nebraska","6821","www.flatwater.bank","69138"
1,552997,"Omaha-Council Bluffs, NE-IA","0","Cass","09/01/1884","10641","Riverstone Bank",9,"Nebraska","6823","WWW.BANKRIVSERSTONE.COM","68347"
1,903206,"Omaha-Council Bluffs, NE-IA","0","Douglas","02/05/1915","10643","Dundee Bank",4,"Nebraska","6825","www.dundeebank.com","68132"
1,69712,"Omaha-Council Bluffs, NE-IA","0","Cass","07/13/1889","10647","American Exchange Bank",2,"Nebraska","6829","www.aebank.com","68349"
1,586992,"Ashtabula, OH","0","Ashtabula","11/01/1884","10663","The Andover Bank",10,"Ohio","6839","www.andover.bank","44003"
1,1964393,"Tulsa, OK","0","Tulsa","01/26/1924","10667","Mabrey Bank",16,"Oklahoma","6842","www.mabreybank.com","74008"
1,153147,"Tulsa, OK","0","Osage","06/01/1930","10672","The Exchange Bank",3,"Oklahoma","6846","www.exb-ok.com","74070"
1,167849,,"0","Caddo","10/01/1903","10674","Bank of Hydro",4,"Oklahoma","6848","http://www.bankofhydro.com","73048"
1,988719,"Lebanon, PA","0","Lebanon","01/01/1873","10677","Jonestown Bank and Trust Company, of Jonestown, Pennsylvania",14,"Pennsylvania","6851","www.jbt.bank","17038"
1,1438529,"St. Louis, MO-IL","0","St. Louis","01/01/1906","1068","Cass Commercial Bank",3,"Missouri","717","www.cassbank.com","63131"
1,1251697,"Lewisburg, PA","0","Union","01/01/1872","10685","Central Penn Bank & Trust",15,"Pennsylvania","6856","www.centralpennbank.com","17844"
1,55197,,"0","Monroe","01/01/1890","107","The Merchants & Planters Bank",1,"Arkansas","86","","72029"
1,40610,"Abilene, TX","0","Taylor","06/03/1903","10704","Avana Bank",3,"Texas","6867","www.avana.bank","79602"
1,381018,,"0","Dewitt","01/01/1931","10709","Crossroads Bank",4,"Texas","6869","www.crbanktx.com","77995"
1,396191,,"0","Lavaca","01/18/1929","10719","Peoples State Bank of Hallettsville",1,"Texas","6877","www.psbhallettsville.com","77964"
1,939830,"St. Louis, MO-IL","0","St. Louis City","01/01/1923","1073","Lindell Bank & Trust Company",15,"Missouri","722","www.lindellbank.com","63139"
1,88359,,"0","Trempealeau","01/01/1897","10741","Independence State Bank",3,"Wisconsin","6892","www.independencestatebank.com","54747"
1,172369,"Ottawa, IL","0","Lasalle","02/14/1914","10788","Illini State Bank",3,"Illinois","6898","http://www.illinistatebank.com","61348"
1,298738,"Freeport, IL","0","Stephenson","10/15/1915","10791","Community Bank",4,"Illinois","6900","www.cbcommunitybank.com","61089"
1,160037,"Carbondale-Marion, IL","0","Jackson","01/01/1921","10799","First State Bank of Campbell Hill",3,"Illinois","6906","www.fsbch.com","62916"
1,30887,"Champaign-Urbana, IL","0","Champaign","01/01/1902","10803","Dewey Bank",1,"Illinois","6909","www.deweybank.com","61840"
1,138540,,"0","Perry","04/17/1915","10804","Du Quoin State Bank",5,"Illinois","6910","www.duquoinstatebank.com","62832"
1,41979,"Ottawa, IL","0","Bureau","12/26/1919","10809","First State Bank of Van Orin",2,"Illinois","6913","http://vanorinbank.com","61374"
1,16555,,"0","Pulaski","01/01/1902","10816","Grand Rivers Community Bank",2,"Illinois","6919","www.grandriverscommunitybank.com","62941"
1,62400,"Macomb, IL","0","Mcdonough","03/25/1901","10820","State Bank of Industry",1,"Illinois","6923","www.statebankofindustry.com","61440"
1,105709,,"0","Clay","09/13/1905","10821","Clay County State Bank",1,"Illinois","6924","www.claycobank.com","62858"
1,474925,,"0","Cass","01/01/1870","10829","Petefish, Skiles & Co.",7,"Illinois","6928","https://www.petefishskiles.com","62691"
1,321275,,"0","Iroquois","06/28/1909","10831","The First Trust and Savings Bank of Watseka, Illinois",2,"Illinois","6929","www.ftsbank.com","60970"
1,25506,"Pontiac, IL","0","Livingston","01/01/1899","10840","Campus State Bank",1,"Illinois","6933","www.campustatebank.com","60920"
1,37401,"Pontiac, IL","0","Livingston","12/07/1903","10843","Citizens Bank of Chatsworth",2,"Illinois","6936","www.bankatcbc.com","60921"
1,324277,,"14479","Randolph","01/01/1905","10844","Buena Vista National Bank",8,"Illinois","6937","www.bvnb.com","62233"
1,250704,,"0","Clay","07/05/1892","10845","The Clay City Banking Co.",4,"Illinois","6938","www.claycitybanking.bank","62824"
1,305175,"Peoria, IL","0","Fulton","01/01/1913","10849","Tompkins State Bank",4,"Illinois","6939","www.tompkinsstatebank.com","61415"
1,246489,,"0","Cass","06/12/1933","10853","West Central Bank",6,"Illinois","6943","www.westcentralbank.com","62612"
1,185585,"Champaign-Urbana, IL","0","Piatt","01/17/1914","10855","State Bank of Bement",4,"Illinois","6944","www.bankbement.com","61813"
1,104078,"Galesburg, IL","0","Knox","02/17/1917","10858","Anderson State Bank",1,"Illinois","6947","www.andersonstatebank.com","61467"
1,351593,,"0","Morgan","01/01/1882","1086","The Bank of Versailles",5,"Missouri","731","bankov.com","65084"
1,210359,,"0","Perry","11/01/1874","10860","Murphy-Wall State Bank and Trust Company",6,"Illinois","6948","www.murphywall.com","62274"
1,112073,"Effingham, IL","0","Effingham","01/01/1910","10871","First State Bank of Beecher City",1,"Illinois","6955","www.fsbbc.com","62414"
1,21904,"St. Louis, MO-IL","0","Macoupin","09/21/1898","10872","Chesterfield State Bank",1,"Illinois","6956","","62630"
1,166871,"Chicago-Naperville-Elgin, IL-IN-WI","0","Dekalb","08/25/1908","10878","Waterman Bank",3,"Illinois","6960","www.watermanbank.com","60556"
1,219143,,"0","Pike","08/03/1893","10883","Eagle Valley Bank",5,"Illinois","6965","www.eaglevalley.bank","62340"
1,648646,,"0","Saline","01/01/1906","10886","Legence Bank",12,"Illinois","6967","www.legencebank.com","62930"
1,310605,,"0","Sevier","05/05/1905","109","Horatio State Bank",3,"Arkansas","88","www.horatiostatebank.com","71842"
1,361467,"Escanaba, MI","0","Delta","01/01/1902","1090","Upper Peninsula State Bank",5,"Michigan","735","http://www.upstatebank.net","49829"
1,568581,"Marshalltown, IA","0","Marshall","01/01/1902","10903","Central State Bank",3,"Iowa","6982","www.centralstatebankia.com","50247"
1,105839,"Lawrence, KS","0","Douglas","08/29/1892","10906","The Baldwin State Bank",2,"Kansas","6984","https://www.baldwinstatebank.com","66006"
1,390435,,"0","Mitchell","01/23/1922","10907","Guaranty State Bank and Trust Company",9,"Kansas","6985","www.guarantystate.com","67420"
1,308893,,"0","Grant","01/01/1906","10918","Grant County Bank",2,"Kansas","6991","www.gcbks.bank","67880"
1,122703,,"0","Nemaha","05/04/1889","10919","The State Bank of Bern",2,"Kansas","6992","Statebankofbern.com","66408"
1,168773,"Escanaba, MI","0","Delta","07/01/1912","1092","Baybank",3,"Michigan","737","http://baybank.us","49837"
1,203114,"Dodge City, KS","0","Ford","01/02/1933","10920","The Fidelity State Bank and Trust Company",3,"Kansas","6993","www.fidelitybankdc.com","67801"
1,141176,,"0","Iron","01/01/1932","10928","The Miners State Bank",6,"Michigan","6999","www.theminersstatebank.com","49935"
1,487146,"Sault Ste. Marie, MI","0","Chippewa","12/02/1902","1095","Central Savings Bank",9,"Michigan","740","www.centralsavingsbank.com","49783"
1,470056,,"0","Pine","01/01/1908","10956","Northview Bank",12,"Minnesota","7013","http://www.northviewbank.com","55072"
1,954172,,"0","Cottonwood","07/21/1919","10958","United Prairie Bank",10,"Minnesota","7015","www.unitedprairiebank.com","56159"
1,94975,,"0","Waseca","01/01/1898","10960","Janesville State Bank",1,"Minnesota","7016","http://www.janesvillestatebank.com","56048"
1,252810,"Grand Rapids, MN","0","Itasca","06/15/1914","10962","Grand Rapids State Bank",2,"Minnesota","7018","http://www.grsb.bank","55744"
1,143503,"Willmar, MN","0","Kandiyohi","01/12/1915","10965","Lake Region Bank",3,"Minnesota","7020","www.lakeregion.com","56273"
1,213562,"Rochester, MN","24356","Fillmore","03/11/1911","10967","F & M Community Bank, National Association",3,"Minnesota","7022","www.fmcommunity.com","55965"
1,71033,,"0","Morrison","04/08/1908","10969","Randall State Bank",2,"Minnesota","7023","www.randallstatebank.com","56475"
1,145502,,"0","Kittson","06/05/1925","10971","Prime Security Bank",3,"Minnesota","7025","www.primesecurity.com","56732"
1,757769,"Rochester, MN","0","Wabasha","01/01/1867","10973","Alliance Bank",6,"Minnesota","7027","www.alliancebanks.com","55041"
1,232742,,"20448","Meeker","01/01/1891","10976","Center National Bank",3,"Minnesota","7030","www.centernationalbank.com","55355"
1,85901,"Rochester, MN","0","Fillmore","11/25/1856","1098","Root River State Bank",1,"Minnesota","743","www.rootriverstatebank.com","55923"
1,196122,"La Crosse-Onalaska, WI-MN","0","Houston","01/02/1909","10980","ESB Bank",3,"Minnesota","7033","https://www.esbbanking.com","55921"
1,47269,,"0","Red Lake","01/01/1934","10982","Security State Bank of Oklee",1,"Minnesota","7035","www.ssboklee.com","56742"
1,148194,"Albert Lea, MN","0","Freeborn","01/01/1906","10984","Security Bank Minnesota",3,"Minnesota","7036","http://www.securitybankmn.com","56007"
1,3343693,"St. Cloud, MN","15576","Stearns","05/28/1912","10988","Stearns Bank National Association",7,"Minnesota","7040","www.stearnsbank.com","56301"
1,287083,"Minneapolis-St. Paul-Bloomington, MN-WI","0","Wright","08/15/1893","10989","Lake Central Bank",3,"Minnesota","7041","www.lakecentralbank.com","55302"
1,113681,"Grand Rapids, MN","0","Itasca","08/12/1912","10991","First State Bank of Bigfork",2,"Minnesota","7042","www.fsbbigfork.com","56628"
1,80418,"St. Cloud, MN","0","Stearns","02/22/1894","10993","Bonanza Valley State Bank",1,"Minnesota","7044","www.bvsb.bank","56316"
1,705168,,"0","Waseca","01/01/1878","10998","FM Bank",6,"Minnesota","7048","mybankfm.com","56093"
1,40785840,"Little Rock-North Little Rock-Conway, AR","0","Pulaski","03/03/1903","110","Bank OZK",269,"Arkansas","89","http://www.ozk.com","72223"
1,410507,"Rochester, MN","0","Wabasha","06/29/1925","1100","Peoples State Bank of Plainview",6,"Minnesota","745","www.peoplesstatebank.com","55964"
1,215960,,"0","St. Clair","05/01/1896","11002","St. Clair County State Bank",4,"Missouri","7052","https://www.sccsbank.com","64776"
1,135132,"Springfield, MO","0","Polk","11/24/1910","11003","Grand Missouri Bank",4,"Missouri","7053","www.grandmissouri.bank","65613"
1,164373,,"0","Toole","01/01/1910","11013","The First State Bank of Shelby",1,"Montana","7060","www.fsbshelby.com","59474"
1,7517888,"New York-Newark-Jersey City, NY-NJ-PA","0","Somerset","09/21/1921","11035","Peapack Private Bank & Trust",19,"New Jersey","7072","www.peapackprivate.com","07921"
1,26568494,"Billings, MT","0","Yellowstone","10/09/1916","1105","First Interstate Bank",291,"Montana","748","www.firstinterstatebank.com","59101"
1,229332000,"Raleigh-Cary, NC","0","Wake","01/01/1898","11063","First-Citizens Bank & Trust Company",519,"North Carolina","7078","www.firstcitizens.com","27601"
1,2442605,"Somerset, PA","0","Somerset","01/01/1889","11112","Somerset Trust Company",48,"Pennsylvania","7096","somersettrust.com","15501"
